CAMIS,DBA,AIRPORT,BUILDING,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESCRIPTION,CRITICAL_FLAG,SCORE,GRADE,GRADE_DATE,RECORD_DATE,INSPECTION_TYPE
41272934,FOODZ TO GO,GJT,3912,Caribbean,10/9/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,10/9/2013,8/28/2017,Cycle Inspection / Re-inspection
41721961,DICHTER PHARMACY,GNV,4953,CafÃ©/Coffee/Tea,7/25/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12,A,7/25/2016,8/28/2017,Cycle Inspection / Initial Inspection
50044403,HONG KONG DIM SUN,GPT,777,Chinese,2/24/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,24,B,2/24/2016,8/28/2017,Pre-permit (Operational) / Re-inspection
40925259,CAFE LUNA,GRI,31,Italian,4/22/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,4/22/2015,8/28/2017,Cycle Inspection / Re-inspection
50008138,WENDY'S,GRK,79,American,6/4/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/4/2015,8/28/2017,Cycle Inspection / Re-inspection
50056922,PUNJABI VIRSA RESTAURANT,GRR,11805,Indian,12/8/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,12/8/2016,8/28/2017,Pre-permit (Operational) / Re-inspection
40703795,STARBUCKS,GSO,2,CafÃ©/Coffee/Tea,5/20/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,5/20/2015,8/28/2017,Cycle Inspection / Initial Inspection
41432344,LOLLIPOPS ICE CREAM,GSP,4120,"Ice Cream, Gelato, Yogurt, Ices",7/26/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,7/26/2017,8/28/2017,Cycle Inspection / Initial Inspection
41700921,99 CENT PIZZA,GTR,4151,Pizza,1/20/2016,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,1/20/2016,8/28/2017,Cycle Inspection / Initial Inspection
50056602,KAM HUNG KITCHEN,GUC,17208,Chinese,12/12/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,12/12/2016,8/28/2017,Pre-permit (Operational) / Initial Inspection
41722020,2 BROS PIZZA,HLN,207,Pizza,12/8/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9,A,12/8/2015,8/28/2017,Cycle Inspection / Re-inspection
50058927,BLUE DOOR SOUVLAKIA,HNL,8413,Greek,5/9/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,8,A,5/9/2017,8/28/2017,Pre-permit (Operational) / Re-inspection
41646872,ADMIRALS CLUB (CONC C),HOB,0,American,1/15/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,1/15/2014,8/28/2017,Cycle Inspection / Re-inspection
41434744,CHINA DOLL,HSV,1356,Chinese,8/19/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,B,8/19/2015,8/28/2017,Cycle Inspection / Re-inspection
40604442,LA LECHONERA RESTAURANT,HYS,747,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/3/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,5/3/2017,8/28/2017,Cycle Inspection / Re-inspection
41105271,DUNKIN' DONUTS,IAG,203,Donuts,3/22/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,3/22/2016,8/28/2017,Cycle Inspection / Initial Inspection
41495495,DUNKIN' DONUTS/ BASKIN ROBBINS,IAH,2630,Donuts,5/24/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,8,A,5/24/2016,8/28/2017,Cycle Inspection / Initial Inspection
41612489,PREMIER CAFE,ICT,856,American,5/19/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,5/19/2017,8/28/2017,Cycle Inspection / Initial Inspection
50008422,LITTLE CAESARS,ILM,1342,Pizza,1/9/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,1/9/2015,8/28/2017,Cycle Inspection / Initial Inspection
41431917,FOREST THAI CUISINE,INL,1211,Thai,4/21/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,4/21/2015,8/28/2017,Cycle Inspection / Re-inspection
50047703,COCOA GRINDER,ISN,8521,"Juice, Smoothies, Fruit Salads",3/16/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24,B,3/16/2017,8/28/2017,Cycle Inspection / Re-inspection
41126295,JOUR ET NUIT CAFE AND RESTAURANT,ISP,2804,CafÃ©/Coffee/Tea,3/23/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,3/23/2016,8/28/2017,Cycle Inspection / Re-inspection
40737045,FISHERMAN'S COVE,JAC,2025,Caribbean,1/11/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,10,A,1/11/2017,8/28/2017,Cycle Inspection / Initial Inspection
41645250,MANDARIN HOUSE,MAR,2348,Chinese,3/1/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,3/1/2017,8/28/2017,Cycle Inspection / Initial Inspection
50014406,MCDONALD'S,JFK,357,American,9/11/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,9/11/2014,8/28/2017,Pre-permit (Operational) / Initial Inspection
41525547,TARO SUSHI,KOA,244,Japanese,3/6/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,3/6/2014,8/28/2017,Cycle Inspection / Initial Inspection
41192474,BAKER'S DOZEN,KTN,788,Delicatessen,1/8/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,1/8/2015,8/28/2017,Cycle Inspection / Re-inspection
41330933,D & S BAKERY,LAN,6302,Chinese,6/30/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,B,6/30/2015,8/28/2017,Cycle Inspection / Re-inspection
41541587,PIER 79/NY WATERWAY SEATTLE CAFE,LAS,79,American,7/1/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,B,7/1/2016,8/28/2017,Cycle Inspection / Re-inspection
41425805,NEW FRESCO TORTILLAS,LAX,63,Tex-Mex,4/21/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,4/21/2017,8/28/2017,Cycle Inspection / Initial Inspection
40654318,BATEAUX NEW YORK,LBB,62,American,9/7/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,9/7/2016,8/28/2017,Cycle Inspection / Re-inspection
41657014,PICCOLO CAFE,LBE,313,Italian,11/6/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,11/6/2014,8/28/2017,Cycle Inspection / Re-inspection
40610326,MICHAEL JORDAN'S STEAK HOUSE (GRAND CENTRAL STATION),LEX,23,Steak,1/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,1/12/2017,8/28/2017,Cycle Inspection / Re-inspection
41483265,CHARLYS,LFT,110,American,5/15/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,5/15/2015,8/28/2017,Cycle Inspection / Re-inspection
50049399,TOPOKEE,LGA,68,Korean,4/3/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,4/3/2017,8/28/2017,Cycle Inspection / Re-inspection
